"Timestamp","Open access to scientific results is...","Would having open access at a reasonable price influence your decision to submit an article to a venue?","How would you propose to fund the archival of papers under an OA model?","What would be highest acceptable author processing charges per article (in $)?","Would you support ACM reducing expenses and possibly scaling back on the “Good Works” to fund OA?","What is, in your view, the primary role of the ACM?","Would you consider changing publishers if OA were not available at an acceptable price from the ACM within two years?","Should authors retain copyright of their work?","Comments on Open Access","In your field, where do important results first appear?","Have you published in a journal in the last three years?","Have you read a paper published in a journal in the last year?","Have you published in a conference in the last two years?","You publish in journals mainly because ","Would you support publishing our best conferences as special issues of a journal?","Comments on the importance of Journals in CS","The DL fulfill its role of being a convenient portal to find CS research results","The DL makes it easy to find articles","The DL’s search facility should be replaced by a commercial search engine","The DL’s archiving facility should be replaced with ArXiv","Comments about the DL","Do you work","How long ago was your first published scientific paper?","Are you a member of the ACM?","Which SIG (if any) do identify with?","Where do you spend most of your time?"
"2015/03/06 5:25:15 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","0","yes","","no","yes","","conferences","yes","no","yes","they allow one to present completed research","yes","","3","3","1","3","","academia","10+ years ago","no","","Europe"
"2015/03/06 5:26:07 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","Provide assistance in the organization of conferences.","yes","yes","","conferences","yes","yes","yes","they allow long form results;they are more prestigious;it is expected by your employer","yes","Journal do not have the scheduling and length constraints of conference proceedings. I would like to see unabridged journal versions for every paper, *even if they do not include new results*. Journal papers should be easier to read (more pedagogical), and should form a stable base on which to build further research.","4","4","3","5","The one feature of the DL I use the most is bibtex export, when I want to cite a paper.","academia","10+ years ago","no","SIGPLAN","Europe"
"2015/03/06 5:28:03 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","200","yes","To help scientific knlowledge (in general, and CS knowledge in particular) spread as much as possible. ","yes","yes","Information wants to be free. Paywalls are hindering the progress of mankind. ","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","yes","Other fields view non-journal papers as non-publications. CS moves faster and thus likes conferences. In the internet era, I think that both these ways of ""publishing papers"" are obsolete anyways. Conferences are great for in-person interaction, and the web takes care of everything else. ","4","2","2","5","Archiving works great, but the paywall makes the DL cumbersome and hard-to-use. Open Access would solve all problems above in a snap. ","academia","<10 years ago","no","SIGOPS, SIGBED","Europe"
"2015/03/06 5:29:07 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","0","yes","Serving the computer science community.","no","not essential","","conferences","yes","no","yes","they allow long form results","yes","They are not important. However some places prefer them to conferences due to historical reasons","4","4","3","3","","academia","20+ years ago","yes","sigplan","Europe"
"2015/03/06 5:29:15 AM AST","a desirable feature","yes","through author processing charges","100","yes","","no","yes","","conferences","yes","yes","yes","they provide better reviews;they are more prestigious;it is expected by your employer","yes","Important provided a number of conferences fail to provide sufficient quality of review processes and allow publishing of papers of low quality","5","4","1","1","","academia","10+ years ago","no","","Europe"
"2015/03/06 5:32:52 AM AST","a moral imperative","yes","through author processing charges","700","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious","yes","","","","","","","academia","<10 years ago","no","","Europe"
"2015/03/06 5:37:56 AM AST","a desirable feature","no","public HAL archive","0","no","Not clear.
If their are copyright, they should come at least partially to author. People should have access to paper and data for free. It is not normal in a numeric world that publisher makes money to give access to paper whereas, they don't work on layout, on review or writing. So I am not sure, we still need actor like ACM.","no","not essential","","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","yes","","3","3","1","2","It should be free.","academia","10+ years ago","yes","","Europe"
"2015/03/06 5:39:45 AM AST","a moral imperative","yes","through author processing charges","1000","no","to provide a common place for sharing scientific and technical knowledge of the competing sciences, between practitioners and with the public","yes","yes","","journals","yes","yes","yes","they allow one to present completed research;they provide better reviews;they are more prestigious","yes","Overlay journals make the most sense for the CS field, since the journal form of a paper is generally a longer, improved version of one or several quickly disseminated conference papers.","5","5","1","2","","academia","20+ years ago","yes","","Europe"
"2015/03/06 5:40:33 AM AST","a moral imperative","yes","through author processing charges","100","yes","","yes","yes","","conferences","yes","yes","yes","they allow long form results;they provide better reviews","yes","","1","1","1","5","","academia","10+ years ago","yes","","Europe"
"2015/03/06 5:41:58 AM AST","a moral imperative","no","through author processing charges","200","yes","","yes","yes","","both","yes","yes","yes","they allow one to present completed research;they are more prestigious","yes","","","5","3","3","","academia","<10 years ago","no","","Europe"
"2015/03/06 5:44:40 AM AST","a moral imperative","yes","A combination of the above options, plus potentially an ""author subscription fee""","100","yes","Lobbying the greater good on behalf of the computing discipline.

Providing support for computing events.","yes","yes","Currently, the only added value of publishers in academic publishing is in providing a permanent archive. OA fees, if any, should support that, not the publishing edifice.","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research;they provide better reviews;they are more prestigious;it is expected by your employer","yes","There are three types of publication that matter in CS: topic-specific conferences (which may not be elite publication venues, but are where the specialists and experts in your field publish), elite conferences (e.g., ICSE, SPLASH), and journals. The line between the latter two is now sufficiently blurry that I see no point in trying to publish in an elite conference, given that the amount of work required is about the same as a journal paper.","1","2","5","5","I try to avoid using it as it's an unpleasant interface.","academia","10+ years ago","yes","SIGSOFT, SIGPLAN","Europe"
